model_type,optimizer,seed,runtime_seconds_test,model_backend,official_experiment,fitness_formula,decoded_hyperparameters,accuracy_test,balanced_accuracy_test,precision_test,recall_test,f1_test,mcc_test,auc_roc_test,auc_pr_test,confusion_matrix_test,best_validation_fitness,worst_validation_fitness,source_file,fitness_mode,fitness_mode_label
svm,de,3,1.8930387670043276,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 1.389776861878112, ""gamma"": 0.8456338659654307, ""kernel"": ""rbf""}",0.6377822045152722,0.6364007066000057,0.6283236994219653,0.70814332247557,0.6658499234303216,0.2758188790840752,0.6878843681288993,0.67363595471619,"[[834, 643], [448, 1087]]",0.65971199954025,0.4618170209776674,outputs/article_official_accuracy/metrics/svm_de_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,de,3,1.909336634000283,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 1000.0, ""gamma"": 0.00013051331649566763, ""kernel"": ""rbf""}",0.6344621513944223,0.632068922170347,0.6149364406779662,0.7563517915309447,0.6783523225241017,0.2730177707068805,0.6954684092016787,0.6835868749558449,"[[750, 727], [374, 1161]]",0.4351915092327926,-0.0752718660281823,outputs/article_official/metrics/svm_de_best_by_seed.csv,mcc_f1,MCC/F1
svm,ga,1,2.131682945000648,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 18.74304941858679, ""gamma"": 1.3407028905798033, ""kernel"": ""rbf""}",0.6347941567065073,0.6334179459640656,0.6257952573742047,0.704885993485342,0.6629901960784313,0.2697601898500344,0.6794157538279681,0.6663856652670858,"[[830, 647], [453, 1082]]",0.66111731167081,0.42558664488756,outputs/article_official_accuracy/metrics/svm_ga_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,ga,1,23.04559762399731,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""C"": 2.0887100018566547, ""gamma"": 5.044082462406216, ""kernel"": ""linear""}",0.6420982735723771,0.6408015190576902,0.6330809551543389,0.70814332247557,0.6685116851168512,0.284355571322897,0.6968090525958287,0.6765712583211019,"[[847, 630], [448, 1087]]",0.4289440598729244,,outputs/article_official/metrics/svm_ga_best_by_seed.csv,mcc_f1,MCC/F1
svm,ga,2,2.335846535999736,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 18.834394879347528, ""gamma"": 10.0, ""kernel"": ""rbf""}",0.5942895086321381,0.5925529122991184,0.5877734155916994,0.6827361563517915,0.6317058468957203,0.1882837802143254,0.6235286333994209,0.611790380581058,"[[742, 735], [487, 1048]]",0.6935700946280292,0.5283601737393179,outputs/article_official_accuracy/metrics/svm_ga_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,ga,2,22.47655979599949,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""C"": 0.8497434918806178, ""gamma"": 0.0001826319673859233, ""kernel"": ""linear""}",0.6454183266932271,0.6434832469196519,0.6285085305448541,0.7439739413680782,0.6813842482100239,0.2932339245054262,0.7006920445749043,0.6828511598990934,"[[802, 675], [393, 1142]]",0.4279702358330778,,outputs/article_official/metrics/svm_ga_best_by_seed.csv,mcc_f1,MCC/F1
svm,ga,3,2.4131646500027277,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 9.665410397804365, ""gamma"": 10.0, ""kernel"": ""rbf""}",0.598937583001328,0.5974073690176629,0.5933752141633353,0.6768729641693811,0.632379793061473,0.1974084006864963,0.6343913955350113,0.6206351811574765,"[[765, 712], [496, 1039]]",0.6873059206410744,0.4680139196380407,outputs/article_official_accuracy/metrics/svm_ga_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,ga,3,18.344158482002968,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""C"": 0.5287006905895003, ""gamma"": 0.007486999236584675, ""kernel"": ""linear""}",0.6447543160690571,0.6428061988492388,0.6278174821330401,0.7439739413680782,0.6809779367918902,0.2919341636223406,0.7003266150463459,0.6825566459615336,"[[800, 677], [393, 1142]]",0.4275541695372213,,outputs/article_official/metrics/svm_ga_best_by_seed.csv,mcc_f1,MCC/F1
svm,gwo,1,2.172559001999616,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 42.57826236634201, ""gamma"": 10.0, ""kernel"": ""rbf""}",0.5564409030544488,0.5547670138651506,0.5561829474872954,0.6416938110749185,0.5958862673926195,0.1112495655969867,0.5834562091042015,0.5860584790412386,"[[691, 786], [550, 985]]",0.7004761872317035,0.4010878690203165,outputs/article_official_accuracy/metrics/svm_gwo_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,gwo,1,1.6890915170006338,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 2.0123540995437987, ""gamma"": 5.441953169646598e-05, ""kernel"": ""linear""}",0.6215139442231076,0.6230236040569955,0.6546593578700078,0.5446254071661237,0.5945945945945946,0.2488958703152783,0.6671916178361367,0.6471571746286259,"[[1036, 441], [699, 836]]",0.4541257904237485,-0.0753325899031557,outputs/article_official/metrics/svm_gwo_best_by_seed.csv,mcc_f1,MCC/F1
svm,gwo,2,2.13178692299698,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 50.33628315373926, ""gamma"": 10.0, ""kernel"": ""rbf""}",0.5607569721115537,0.5584643138327317,0.556745182012848,0.6775244299674267,0.6112253893623274,0.1204380851402784,0.5902121343775018,0.5833743520133394,"[[649, 828], [495, 1040]]",0.701383585068197,0.3960937724736094,outputs/article_official_accuracy/metrics/svm_gwo_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,gwo,2,1.6948325299999851,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 1.011509079887148, ""gamma"": 3.5844099703110865, ""kernel"": ""linear""}",0.5733731739707836,0.5761504855118329,0.6161710037174721,0.4319218241042345,0.5078513979318269,0.1588869753522963,0.6147929489964471,0.5926584420504929,"[[1064, 413], [872, 663]]",0.4508915085807932,-0.0115837276091896,outputs/article_official/metrics/svm_gwo_best_by_seed.csv,mcc_f1,MCC/F1
svm,gwo,3,2.16389295499539,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 46.36203339458824, ""gamma"": 10.0, ""kernel"": ""rbf""}",0.5740371845949536,0.5716982879725829,0.5671641791044776,0.6931596091205212,0.6238639695104075,0.1479032223867746,0.5965161796845881,0.5885491116175342,"[[665, 812], [471, 1064]]",0.700844912505668,0.4368319584058196,outputs/article_official_accuracy/metrics/svm_gwo_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,gwo,3,1.365064497000276,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 762.4899273124652, ""gamma"": 1.944161085822078e-05, ""kernel"": ""rbf""}",0.6430942895086321,0.6415612684396357,0.6311288483466363,0.721172638436482,0.6731529340224992,0.2869880170977649,0.6950275560770025,0.6746460848055245,"[[830, 647], [428, 1107]]",0.4365908608912714,-0.086037687954205,outputs/article_official/metrics/svm_gwo_best_by_seed.csv,mcc_f1,MCC/F1
svm,pso,1,2.179165692003153,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 45.82234894145706, ""gamma"": 10.0, ""kernel"": ""rbf""}",0.5617529880478087,0.5598508288876785,0.5594908688433868,0.6586319218241042,0.6050269299820467,0.1221439619327581,0.5891068037817656,0.5848467407685536,"[[681, 796], [524, 1011]]",0.7019519938358685,0.4542305096177126,outputs/article_official_accuracy/metrics/svm_pso_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,pso,1,23.738325413003626,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""C"": 4.367458558962057, ""gamma"": 1.920293701852522, ""kernel"": ""linear""}",0.5381806108897742,0.5460229490626082,0.7553191489361702,0.1387622149837133,0.2344523940561365,0.1579584994831976,0.6812969329942946,0.66580091423322,"[[1408, 69], [1322, 213]]",0.4442612664026888,,outputs/article_official/metrics/svm_pso_best_by_seed.csv,mcc_f1,MCC/F1
svm,pso,2,2.1945043500018078,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 41.45310364982648, ""gamma"": 10.0, ""kernel"": ""rbf""}",0.5624169986719787,0.5602720542344174,0.5588075880758807,0.6716612377850163,0.6100591715976331,0.1236963297312498,0.5876285454052254,0.5874131713109251,"[[663, 814], [504, 1031]]",0.7013028390876523,0.4460908700621679,outputs/article_official_accuracy/metrics/svm_pso_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,pso,2,34.183352175001346,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""C"": 2.8112456334369194, ""gamma"": 0.21234325301843893, ""kernel"": ""linear""}",0.6540504648074369,0.6547663522546583,0.6756949394155382,0.6175895765472312,0.6453369639210347,0.3102016634145342,0.7027666345418017,0.688540447295897,"[[1022, 455], [587, 948]]",0.4492207336688002,,outputs/article_official/metrics/svm_pso_best_by_seed.csv,mcc_f1,MCC/F1
svm,pso,3,2.178978506999556,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 45.14551225430874, ""gamma"": 10.0, ""kernel"": ""rbf""}",0.5760292164674635,0.5742922421759046,0.5723905723905723,0.6644951140065146,0.6150135664757311,0.1511163632727488,0.5964700874869608,0.590888978737143,"[[715, 762], [515, 1020]]",0.7017307280380202,0.386972222244917,outputs/article_official_accuracy/metrics/svm_pso_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,pso,3,24.51662282399775,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""C"": 3.3412873315534335, ""gamma"": 7.911561232131772e-05, ""kernel"": ""linear""}",0.6298140770252324,0.6339298119482444,0.7413793103448276,0.4201954397394137,0.5363825363825364,0.295448869613324,0.7039425369233788,0.6876536830520854,"[[1252, 225], [890, 645]]",0.4436895753321895,,outputs/article_official/metrics/svm_pso_best_by_seed.csv,mcc_f1,MCC/F1
svm,random_search,1,2.4713997970029595,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 18.439675399641747, ""gamma"": 9.971187011755086, ""kernel"": ""rbf""}",0.5916334661354582,0.5896784352470784,0.5839295542102366,0.6912052117263844,0.633054892601432,0.1832740760719771,0.6221743167217642,0.6107535835866542,"[[721, 756], [474, 1061]]",0.6931347648941485,0.3869496144955013,outputs/article_official_accuracy/metrics/svm_random_search_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,random_search,1,11.352006808003352,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""C"": 157.56109091846264, ""gamma"": 0.0009515449484363552, ""kernel"": ""linear""}",0.4548472775564409,0.4479169193651185,0.4793196752995748,0.8078175895765473,0.6016496846191169,-0.1495816839278521,0.3281605684557349,0.40084445095023,"[[130, 1347], [295, 1240]]",0.4489119110513445,,outputs/article_official/metrics/svm_random_search_best_by_seed.csv,mcc_f1,MCC/F1
svm,random_search,2,2.3287074780018884,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 26.88618791997767, ""gamma"": 9.525540091198083, ""kernel"": ""rbf""}",0.5916334661354582,0.5899854225154872,0.5862068965517241,0.6755700325732898,0.6277239709443099,0.1827456771971697,0.6213841332571746,0.6096727254553067,"[[745, 732], [498, 1037]]",0.6937098682813548,0.3758203507802199,outputs/article_official_accuracy/metrics/svm_random_search_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,random_search,2,23.61474905599971,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""C"": 2.29911828039002, ""gamma"": 0.0010840730450480708, ""kernel"": ""linear""}",0.6301460823373174,0.6265041163199461,0.601056168987038,0.8156351791530945,0.6920950801547816,0.2738587354849249,0.7002750094279495,0.678693201046935,"[[646, 831], [283, 1252]]",0.4359075386162145,,outputs/article_official/metrics/svm_random_search_best_by_seed.csv,mcc_f1,MCC/F1
svm,random_search,3,2.2711983069966664,cuml,True,0.6 * MCC + 0.4 * F1,"{""C"": 24.744936364430597, ""gamma"": 7.574119366160424, ""kernel"": ""rbf""}",0.599933598937583,0.5981031627186899,0.5917686318131257,0.6931596091205212,0.6384638463846385,0.1999646626734578,0.6295810461826177,0.6141858630422355,"[[743, 734], [471, 1064]]",0.6883684405431758,0.3730974895382413,outputs/article_official_accuracy/metrics/svm_random_search_best_by_seed.csv,accuracy_cv,Accuracy-CV
svm,random_search,3,9.88758993599913,scikit-learn,True,0.6 * MCC + 0.4 * F1,"{""C"": 740.0070079183599, ""gamma"": 1.8053565691165043, ""kernel"": ""linear""}",0.5833333333333334,0.5872399595094379,0.6555555555555556,0.3843648208469055,0.4845995893223819,0.1905555827482442,0.3510461164566788,0.4154490756521766,"[[1167, 310], [945, 590]]",0.439305643650698,,outputs/article_official/metrics/svm_random_search_best_by_seed.csv,mcc_f1,MCC/F1
