experiment,experiment_label,model,optimizer,seed,first_fitness,best_fitness,total_evaluations,total_runtime_minutes,eval_to_95pct_final,time_to_95pct_final_minutes,auc_progress
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,gwo,3,0.6982352485511267,0.7731725990465449,1000,436.2734743214356,40,13.961202419666613,0.9862952776523853
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,pso,1,0.6895146396175988,0.770936287989871,1000,682.4724036884611,40,14.264708671716713,0.9926673049875492
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,pso,2,0.7281622673101609,0.7720212699360474,1000,191.33027340228156,71,11.879481970383313,0.9630872570689025
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,pso,3,0.6982352485511267,0.7698661165647658,1000,545.0872677943007,21,7.127269375166786,0.9907272505121766
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,random_search,1,0.6886292125152975,0.7705156376637613,1000,235.49230272413303,86,21.88723836428347,0.9802610268989964
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,random_search,2,0.7260743665724493,0.7699104280453648,1000,231.17605044074924,175,40.27630555989984,0.9661992184015867
exp3_cv_accuracy,Exp 3 - CV + Accuracy,rf,random_search,3,0.6791831088615243,0.7699104035441223,1000,233.4589725567838,2,0.7944111753333345,0.9989036188785706
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,de,1,0.6208351947846765,0.6531006127135138,1000,5.559829792639357,5,0.04047276231661575,0.9976328738425478
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,de,2,0.5480054681419979,0.7003947783878255,1000,15.794021970126048,15,0.12746498988332558,0.9956360623282021
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,de,3,0.5283601737393179,0.65971199954025,1000,9.396619165386559,136,0.8993160772498716,0.9875914969826528
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,ga,1,0.6208351947846765,0.66111731167081,1000,12.345699024632388,382,4.140557757747107,0.9218871828412782
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,ga,2,0.6525249751046686,0.6935700946280292,1000,14.870772177574205,780,11.437824627799758,0.7758349013853117
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,ga,3,0.64652536997629,0.6873059206410744,1000,5.9426713818822465,933,4.995445227953921,0.23984659366496353
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,gwo,1,0.6208351947846765,0.7004761872317035,1000,14.36285836567052,268,3.0402760918687517,0.9218663491301597
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,gwo,2,0.5480054681419979,0.701383585068197,1000,14.952914557850939,47,0.48757357323362766,0.9825107457082195
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,pso,1,0.6208351947846765,0.7019519938358685,1000,15.552203678951022,113,1.1152506181336017,0.9605322525092498
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,pso,2,0.5480054681419979,0.7013028390876523,1000,15.8361938879368,31,0.30916060078367685,0.9903882195366627
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,pso,3,0.5283601737393179,0.7017307280380202,1000,15.803009865299343,44,0.41527882414957273,0.9826591702061845
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,random_search,1,0.6208351947846765,0.6931347648941485,1000,8.013779153999591,441,3.556262485984553,0.9006146360668323
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,random_search,2,0.6525249751046686,0.6937098682813548,1000,8.024567573234526,316,2.542819447717314,0.8683929227438703
exp3_cv_accuracy,Exp 3 - CV + Accuracy,svm,random_search,3,0.64652536997629,0.6883684405431758,1000,8.002297607049574,314,2.4661483867650533,0.880944947621087
